countryCode,thematicIdIdentifier,thematicIdIdentifierScheme,monitoringSiteIdentifier,monitoringSiteIdentifierScheme,monitoringSiteName,waterBodyIdentifier,waterBodyIdentifierScheme,waterBodyName,specialisedZoneType,surfaceWaterBodyTypeCode,rbdIdentifier,rbdIdentifierScheme,confidentialityStatus,lat,lon,cArea
FR,FRGR04154200,euMonitoringSiteCode,FRGR04154200,euMonitoringSiteCode,SMAGNE À SAINTE-PEXINE,FRGR0575B,euSurfaceWaterBodyCode,LA SMAGNE DEPUIS SAINTE-HERMINE JUSQU'A LA CONFLUENCE AVEC LE LAY,riverWaterBody,P12-A,FRG,euRBDCode,F,46.52792,-1.12119,26.056
FR,FRFR05166000,euMonitoringSiteCode,FRFR05166000,euMonitoringSiteCode,CALMONT,FRFR165,euSurfaceWaterBodyCode,L'HERS VIF DU CONFLUENT DE LA VIXIEGE AU CONFLUENT DE L'ARIEGE,riverWaterBody,GM14,FRF,euRBDCode,F,43.28606,1.63204,26.052
FR,FRFR05021000,euMonitoringSiteCode,FRFR05021000,euMonitoringSiteCode,VOUTHON,FRFR23B,euSurfaceWaterBodyCode,LA TARDOIRE DU CONFLUENT DES BONNETTES AU CONFLUENT DU BANDIAT,riverWaterBody,M9-10/21,FRF,euRBDCode,F,45.67025,0.462,26.036
FR,FR06083600,eionetMonitoringSiteCode,FR06083600,eionetMonitoringSiteCode,AIN A SIROD PONT DE LA CHAPELLE,FRDR505B,euSurfaceWaterBodyCode,L AIN JUSQU A LA CONFLUENCE AVEC L ANGILLON,riverWaterBody,M5,FRD,euRBDCode,F,46.7383,5.98529,26.026
FR,FRFR05139330,euMonitoringSiteCode,FRFR05139330,euMonitoringSiteCode,LE CASTELAS,FRFR358,euSurfaceWaterBodyCode,LE GIJOU DE SA SOURCE AU CONFLUENT DU LIMES (INCLUS),riverWaterBody,TP3,FRF,euRBDCode,F,43.73242,2.53456,26.025
FR,FRAR01069000,euMonitoringSiteCode,FRAR01069000,euMonitoringSiteCode,LA CLARENCE À CHOCQUES (62),FRAR14,euSurfaceWaterBodyCode,CLARENCE AMONT,riverWaterBody,P9-A,FRA,euRBDCode,F,50.53841,2.57421,26.01
FR,FRGR04179000,euMonitoringSiteCode,FRGR04179000,euMonitoringSiteCode,HYERE À CARHAIX-PLOUGUER,FRGR0070,euSurfaceWaterBodyCode,L'HYERE ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LE KERGOAT,riverWaterBody,P12-B,FRG,euRBDCode,F,48.26228,-3.60822,255.234
FR,FRCR02065090,euMonitoringSiteCode,FRCR02065090,euMonitoringSiteCode,LA PLAINE À RAON-SUR-PLAINE,FRCR296,euSurfaceWaterBodyCode,PLAINE 1,riverWaterBody,P4,FRC,euRBDCode,F,48.51294,7.09382,25.989
FR,FRDR06170000,euMonitoringSiteCode,FRDR06170000,euMonitoringSiteCode,TET A EUS,FRDR226,euSurfaceWaterBodyCode,LA TET DE LA RIVIERE DE MANTET A LA RETENUE DE VINCA,riverWaterBody,M1,FRD,euRBDCode,F,42.64416,2.48366,25.97
FR,FRGR04039200,euMonitoringSiteCode,FRGR04039200,euMonitoringSiteCode,BURON À SAINT-PRIEST-BRAMEFANT,FRGR0274,euSurfaceWaterBodyCode,LE BURON DEPUIS SAINT-CLEMENT-DE-REGNAT JUSQU'A LA CONFLUENCE AVEC L'ALLIER,riverWaterBody,P17,FRG,euRBDCode,F,46.02381,3.45704,25.93
FR,FRHR03032675,euMonitoringSiteCode,FRHR03032675,euMonitoringSiteCode,LA ROMANEE A CUSSY-LES-FORGES 1,FRHR52A,euSurfaceWaterBodyCode,LA ROMANEE DE SA SOURCE AU CONFLUENT DU COUSIN  EXCLU,riverWaterBody,P21,FRH,euRBDCode,F,47.45107,4.03306,25.909
FR,FRDR06132900,euMonitoringSiteCode,FRDR06132900,euMonitoringSiteCode,ISERE A VAL D ISERE,FRDR373,euSurfaceWaterBodyCode,L ISERE EN AMONT DU REMOUS DU BARRAGE DE TIGNES,riverWaterBody,TP2,FRD,euRBDCode,F,45.4498,7.01341,25.859
FR,FRFR05111530,euMonitoringSiteCode,FRFR05111530,euMonitoringSiteCode,GUILLEMOT,FRFR626,euSurfaceWaterBodyCode,LA MASSE DE PRAYSSAS (ROZERI),riverWaterBody,P14,FRF,euRBDCode,F,44.26614,0.48465,25.859
FR,FRFR05015060,euMonitoringSiteCode,FRFR05015060,euMonitoringSiteCode,CHENEUZAC,FRFR685,euSurfaceWaterBodyCode,LA NOUERE,riverWaterBody,P9,FRF,euRBDCode,F,45.64573,0.08227,25.839
FR,FRDR06067760,euMonitoringSiteCode,FRDR06067760,euMonitoringSiteCode,SEMINE A BELLEYDOUX,FRDR2023,euSurfaceWaterBodyCode,LA SEMINE,riverWaterBody,P5,FRD,euRBDCode,F,46.24422,5.79641,25.784
FR,FRHR03091000,euMonitoringSiteCode,FRHR03091000,euMonitoringSiteCode,LA MARNE A FRIGNICOURT 1,FRHR113B,euSurfaceWaterBodyCode,LA MARNE DU CONFLUENT DE LA BLAISE  EXCLU  AU CONFLUENT  DE LA SAULX  EXCLU,riverWaterBody,G9,FRH,euRBDCode,F,48.70067,4.58741,25.741
FR,FRFR05154400,euMonitoringSiteCode,FRFR05154400,euMonitoringSiteCode,NONAS,FRFR611,euSurfaceWaterBodyCode,LE LAMBON,riverWaterBody,P14,FRF,euRBDCode,F,43.8792,1.14564,25.734
FR,FRHR03235690,euMonitoringSiteCode,FRHR03235690,euMonitoringSiteCode,LA BAIZE A LES ISLES-BARDEL 1,FRHR300,euSurfaceWaterBodyCode,LA BAIZE DE SA SOURCE AU CONFLUENT DE L ORNE  EXCLU,riverWaterBody,P12-B,FRH,euRBDCode,F,48.84465,-0.33574,25.726
FR,FRDR06177959,euMonitoringSiteCode,FRDR06177959,euMonitoringSiteCode,LAMPY A ALZONNE,FRDR192B,euSurfaceWaterBodyCode,LAMPY AVAL ET TENTEN,riverWaterBody,M14/3-8,FRD,euRBDCode,F,43.25545,2.17988,25.678
FR,FRFR05011500,euMonitoringSiteCode,FRFR05011500,euMonitoringSiteCode,LA MAGDELEINE,FRFR18,euSurfaceWaterBodyCode,LE NE DU CONFLUENT DU CHAVERNUT AU CONFLUENT DE LA FONTAINE DE BAGOT (INCLUSE),riverWaterBody,P9,FRF,euRBDCode,F,45.52176,-0.19052,25.589
FR,FRAR01024000,euMonitoringSiteCode,FRAR01024000,euMonitoringSiteCode,LA SENSEE RIVIÈRE À BOUCHAIN (59),FRAR52,euSurfaceWaterBodyCode,SENSEE DU CANAL DU NORD A LA CONFLUENCE AVEC L'ESCAUT CANALISEE,riverWaterBody,P9,FRA,euRBDCode,F,50.28105,3.31243,25.562
FR,FRFR05138900,euMonitoringSiteCode,FRFR05138900,euMonitoringSiteCode,COMBEGINIERES,FRFR1B,euSurfaceWaterBodyCode,LE THORE DE SA SOURCE AU CONFLUENT DE LA TRUITE (INCLUSE),riverWaterBody,PTP8,FRF,euRBDCode,F,43.46672,2.65525,25.493
FR,FRFR05078900,euMonitoringSiteCode,FRFR05078900,euMonitoringSiteCode,MORIZES,FRFR634,euSurfaceWaterBodyCode,LA VIGNAGUE,riverWaterBody,P14,FRF,euRBDCode,F,44.61272,-0.087,25.431
FR,FRDR06003770,euMonitoringSiteCode,FRDR06003770,euMonitoringSiteCode,ROMAINE AU PONT DE PLANCHES,FRDR677,euSurfaceWaterBodyCode,LA ROMAINE,riverWaterBody,TP15,FRD,euRBDCode,F,47.53446,5.92084,25.407
FR,FRDR06006900,euMonitoringSiteCode,FRDR06006900,euMonitoringSiteCode,OGNON A SERVANCE,FRDR664,euSurfaceWaterBodyCode,L OGNON DE SA SOURCE AU FOURCHON,riverWaterBody,M4,FRD,euRBDCode,F,47.83028,6.70749,25.401
FR,FRHR03217000,euMonitoringSiteCode,FRHR03217000,euMonitoringSiteCode,LA DURDENT A PALUEL 1,FRHR170,euSurfaceWaterBodyCode,LA DURDENT DE SA SOURCE A L EMBOUCHURE,riverWaterBody,P9-A,FRH,euRBDCode,F,49.83129,0.62771,25.376
FR,FRFR05005950,euMonitoringSiteCode,FRFR05005950,euMonitoringSiteCode,BRIOUX,FRFR464,euSurfaceWaterBodyCode,LA BOUTONNE DE SA SOURCE AU CONFLUENT DE LA BELLE,riverWaterBody,P9,FRF,euRBDCode,F,46.14414,-0.21751,25.364
FR,FRFR05006100,euMonitoringSiteCode,FRFR05006100,euMonitoringSiteCode,PONT NEUF,FRFR464,euSurfaceWaterBodyCode,LA BOUTONNE DE SA SOURCE AU CONFLUENT DE LA BELLE,riverWaterBody,P9,FRF,euRBDCode,F,46.10916,-0.11117,25.364
FR,FRGR04027225,euMonitoringSiteCode,FRGR04027225,euMonitoringSiteCode,CHAPEAUROUX À AUROUX,FRGR0235,euSurfaceWaterBodyCode,LE CHAPEAUROUX DEPUIS LA CONFLUENCE DE LA CLAMOUSE JUSQU'A LA CONFLUENCE AVEC L'ALLIER,riverWaterBody,M3,FRG,euRBDCode,F,44.75002,3.72855,25.343
FR,FRFR05065000,euMonitoringSiteCode,FRFR05065000,euMonitoringSiteCode,ROUFFIAC,FRFR293A,euSurfaceWaterBodyCode,LA JORDANNE DU CONFLUENT DU POUGET (INCLUS) AU CONFLUENT DE LA CERE,riverWaterBody,P3,FRF,euRBDCode,F,44.97657,2.52381,25.307
FR,FRER06215700,euMonitoringSiteCode,FRER06215700,euMonitoringSiteCode,FIUM ORBO A GHISONACCIA,FRER14B,euSurfaceWaterBodyCode,FIUM ORBU AVAL,riverWaterBody,M16-B,FRE,euRBDCode,F,42.03448,9.36656,25.281
FR,FRFR05148200,euMonitoringSiteCode,FRFR05148200,euMonitoringSiteCode,LAUPIES,FRFR356,euSurfaceWaterBodyCode,LA DOURBIE DE SA SOURCE AU CONFLUENT DES CROZES (INCLUS),riverWaterBody,PTP8,FRF,euRBDCode,F,44.07537,3.49141,25.268
FR,FRDR06159800,euMonitoringSiteCode,FRDR06159800,euMonitoringSiteCode,DURANCE A VINON SUR VERDON,FRDR267,euSurfaceWaterBodyCode,LA DURANCE DE L ASSE AU VERDON,riverWaterBody,TG6-7/2,FRD,euRBDCode,F,43.76559,5.79052,25.268
FR,FRDR06178023,euMonitoringSiteCode,FRDR06178023,euMonitoringSiteCode,VIDOURLE A LIOUC,FRDR136B,euSurfaceWaterBodyCode,LE VIDOURLE DE ST HIPPOLYTE A LA CONFLUENCE AVEC LE BRESTALOU,riverWaterBody,MP6,FRD,euRBDCode,F,43.8953,4.00669,25.239
FR,FRDR06710030,euMonitoringSiteCode,FRDR06710030,euMonitoringSiteCode,LAUZON A LA BRILLANNE,FRDR1060,euSurfaceWaterBodyCode,LE LAUZON,riverWaterBody,MP6,FRD,euRBDCode,F,43.91661,5.88501,25.211
FR,FRHR03025368,euMonitoringSiteCode,FRHR03025368,euMonitoringSiteCode,LE SAUZAY A CORVOL-L'ORGUEILLEUX 1,FRHR48,euSurfaceWaterBodyCode,LE SAUZAY DE SA SOURCE AU CONFLUENT DU BEUVRON  EXCLU,riverWaterBody,P10,FRH,euRBDCode,F,47.42094,3.37171,25.192
FR,FRFR05005350,euMonitoringSiteCode,FRFR05005350,euMonitoringSiteCode,LE CHAUMEAU,FRFRR22_1,euSurfaceWaterBodyCode,LA BELLE,riverWaterBody,TP9,FRF,euRBDCode,F,46.20997,-0.24159,25.137
FR,FRFR05005400,euMonitoringSiteCode,FRFR05005400,euMonitoringSiteCode,SECONDIGNE,FRFRR22_1,euSurfaceWaterBodyCode,LA BELLE,riverWaterBody,TP9,FRF,euRBDCode,F,46.16827,-0.29184,25.137
FR,FRHR03095000,euMonitoringSiteCode,FRHR03095000,euMonitoringSiteCode,LE ROGNON A DOULAINCOURT-SAUCOURT 2,FRHR111,euSurfaceWaterBodyCode,LE ROGNON DE LA SUEURRE  EXCLU  AU CONFLUENT DE LA MARNE  EXCLU,riverWaterBody,M10,FRH,euRBDCode,F,48.34373,5.16519,25.124
FR,FRGR04123760,euMonitoringSiteCode,FRGR04123760,euMonitoringSiteCode,EGRENNE À BEAUCHENE,FRGR0511,euSurfaceWaterBodyCode,L'EGRENNE ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LA VARENNE,riverWaterBody,P12-B,FRG,euRBDCode,F,48.69012,-0.7441,241.8
FR,FR05132000,eionetMonitoringSiteCode,FR05132000,eionetMonitoringSiteCode,RIEUTORD,FRFR142A,euSurfaceWaterBodyCode,LE DADOU DU CONFLUENT DE L'AGROS AU CONFLUENT DE L'AGOUT,riverWaterBody,M14/3-8,FRF,euRBDCode,F,43.7705,1.97697,24.97
FR,FRFR05131200,euMonitoringSiteCode,FRFR05131200,euMonitoringSiteCode,PEYRIERES,FRFR142A,euSurfaceWaterBodyCode,LE DADOU DU CONFLUENT DE L'AGROS AU CONFLUENT DE L'AGOUT,riverWaterBody,M14/3-8,FRF,euRBDCode,F,43.74637,1.81961,24.97
FR,FRAR01071000,euMonitoringSiteCode,FRAR01071000,euMonitoringSiteCode,LA LAWE À BRUAY LABUISSIERE (62),FRAR29,euSurfaceWaterBodyCode,LAWE AMONT,riverWaterBody,P9-A,FRA,euRBDCode,F,50.46493,2.52845,24.947
FR,FR06190100,eionetMonitoringSiteCode,FR06190100,eionetMonitoringSiteCode,SALAISON A SAINT AUNES SOUS PONT AUTOROUTE A 9,FRDR141,euSurfaceWaterBodyCode,LE SALAISON,riverWaterBody,TP6,FRD,euRBDCode,F,43.6242,3.96057,24.91
FR,FRDR06300400,euMonitoringSiteCode,FRDR06300400,euMonitoringSiteCode,SALAISON A MAUGUIO,FRDR141,euSurfaceWaterBodyCode,LE SALAISON,riverWaterBody,TP6,FRD,euRBDCode,F,43.60816,4.00385,24.91
FR,FRHR03227100,euMonitoringSiteCode,FRHR03227100,euMonitoringSiteCode,LA PAQUINE A HERMIVAL-LES-VAUX 1,FRHR278,euSurfaceWaterBodyCode,LA PAQUINE DE SA SOURCE AU CONFLUENT DE LA TOUQUES  EXCLU,riverWaterBody,P9-A,FRH,euRBDCode,F,49.16568,0.27389,24.834
FR,FRB1R02112000,euMonitoringSiteCode,FRB1R02112000,euMonitoringSiteCode,LA MEUSE À BRAS-SUR-MEUSE,FRB1R473,euSurfaceWaterBodyCode,MEUSE 4,riverWaterBody,G10,FRB1,euRBDCode,F,49.21079,5.36928,24.823
FR,FRFR05120085,euMonitoringSiteCode,FRFR05120085,euMonitoringSiteCode,BASE VERE-GRESIGNE,FRFR196,euSurfaceWaterBodyCode,LA VERE DU CONFLUENT DE LA VERVERE AU CONFLUENT DE L'AVEYRON,riverWaterBody,P14,FRF,euRBDCode,F,43.97305,1.79171,24.779
FR,FRCR02092000,euMonitoringSiteCode,FRCR02092000,euMonitoringSiteCode,LA FENSCH À FLORANGE,FRCR398,euSurfaceWaterBodyCode,FENSCH,riverWaterBody,TP10,FRC,euRBDCode,F,49.32821,6.15227,24.773
FR,FRGR04177250,euMonitoringSiteCode,FRGR04177250,euMonitoringSiteCode,PENFELD À BOHARS,FRGR0065,euSurfaceWaterBodyCode,LA PENFELD ET SES AFFLUENTS DEPUIS GOUESNOU JUSQU'A LA MER,riverWaterBody,P12-B,FRG,euRBDCode,F,48.4218,-4.51504,24.761
FR,FRHR03255650,euMonitoringSiteCode,FRHR03255650,euMonitoringSiteCode,LE LOZON A REMILLY-SUR-LOZON 1,FRHR330,euSurfaceWaterBodyCode,LE LOZON DE SA SOURCE AU CONFLUENT DE LA TAUTE  EXCLU,riverWaterBody,P12-B,FRH,euRBDCode,F,49.17798,-1.24766,24.707
FR,FRDR06130500,euMonitoringSiteCode,FRDR06130500,euMonitoringSiteCode,GARD A REMOULINS,FRDR377,euSurfaceWaterBodyCode,LE GARD DE COLLIAS A LA CONFLUENCE AVEC LE RHONE,riverWaterBody,GM6/8,FRD,euRBDCode,F,43.93176,4.56285,24.697
FR,FRFR05069400,euMonitoringSiteCode,FRFR05069400,euMonitoringSiteCode,SINGLES,FRFR107A,euSurfaceWaterBodyCode,LA DORDOGNE DU CONFLUENT DU VENDEIX A LA RETENUE DE BORT-LES-ORGUES,riverWaterBody,P21,FRF,euRBDCode,F,45.58556,2.54884,24.691
FR,FRCR02032000,euMonitoringSiteCode,FRCR02032000,euMonitoringSiteCode,LA BRUCHE À GRESSWILLER,FRCR90,euSurfaceWaterBodyCode,BRUCHE 3,riverWaterBody,M4,FRC,euRBDCode,F,48.53526,7.4367,24.672
FR,FRDR06198100,euMonitoringSiteCode,FRDR06198100,euMonitoringSiteCode,HUVEAUNE A MARSEILLE,FRDR121B,euSurfaceWaterBodyCode,L HUVEAUNE DU SEUIL DU PONT DE L ETOILE A LA MER,riverWaterBody,TP6,FRD,euRBDCode,F,43.27508,5.40943,24.509
FR,FRGR04194000,euMonitoringSiteCode,FRGR04194000,euMonitoringSiteCode,BLAVET À LANGUIDIC,FRGR0094,euSurfaceWaterBodyCode,LE BLAVET DEPUIS LA CONFLUENCE DE L'EVEL JUSQU'A L'ESTUAIRE,riverWaterBody,G12,FRG,euRBDCode,F,47.84572,-3.21383,24.477
FR,FRCR02057250,euMonitoringSiteCode,FRCR02057250,euMonitoringSiteCode,LE MADON À MATTAINCOURT,FRCR248,euSurfaceWaterBodyCode,MADON 3,riverWaterBody,M10,FRC,euRBDCode,F,48.27751,6.13547,24.394
FR,FRDR06820089,euMonitoringSiteCode,FRDR06820089,euMonitoringSiteCode,ROMANCHE A LA GRAVE,FRDR336,euSurfaceWaterBodyCode,LA ROMANCHE A L AMONT DE LA RETENUE DU CHAMBON,riverWaterBody,MP2,FRD,euRBDCode,F,45.04346,6.30392,24.36
FR,FRGR04096430,euMonitoringSiteCode,FRGR04096430,euMonitoringSiteCode,ANGLIN À MAUVIERES,FRGR0414,euSurfaceWaterBodyCode,L'ANGLIN DEPUIS LA CONFLUENCE DE L'ABLOUX JUSQU'A LA CONFLUENCE AVEC LA BENAIZE,riverWaterBody,M9-10/21,FRG,euRBDCode,F,46.56873,1.09301,24.321
FR,FRHR03068950,euMonitoringSiteCode,FRHR03068950,euMonitoringSiteCode,LA JUINE A SAINT-VRAIN 2,FRHR95B,euSurfaceWaterBodyCode,LA JUINE DU CONFLUENT DE LA CHALOUETTE  EXCLU  AU CONFLUENT DE L ESSONNE  EXCLU,riverWaterBody,P9,FRH,euRBDCode,F,48.53818,2.34191,24.286
FR,FRDR06148850,euMonitoringSiteCode,FRDR06148850,euMonitoringSiteCode,SAVASSE A ROMANS SUR ISERE,FRDR1108,euSurfaceWaterBodyCode,LA SAVASSE,riverWaterBody,P5,FRD,euRBDCode,F,45.05014,5.03422,24.25
FR,FRDR06211700,euMonitoringSiteCode,FRDR06211700,euMonitoringSiteCode,VESUBIE A ROQUEBILLIERE,FRDR81,euSurfaceWaterBodyCode,LA VESUBIE DE SA SOURCE AU RUISSEAU DE LA PLANCHETTE,riverWaterBody,TP2,FRD,euRBDCode,F,44.03465,7.29482,24.224
FR,FRHR03167000,euMonitoringSiteCode,FRHR03167000,euMonitoringSiteCode,LE SAUSSERON A NESLES-LA-VALLEE 1,FRHR228B,euSurfaceWaterBodyCode,LE SAUSSERON DE SA SOURCE AU CONFLUENT DE L OISE  EXCLU,riverWaterBody,P9,FRH,euRBDCode,F,49.12606,2.17151,24.195
FR,FRDR06580330,euMonitoringSiteCode,FRDR06580330,euMonitoringSiteCode,JABRON A MONTELIMAR,FRDR429A,euSurfaceWaterBodyCode,LE JABRON DE SOUSPIERRE A SA CONFLUENCE AVEC LE ROUBION,riverWaterBody,TP6,FRD,euRBDCode,F,44.55091,4.75015,24.177
FR,FR06111500,eionetMonitoringSiteCode,FR06111500,eionetMonitoringSiteCode,JABRON A SOUSPIERRE AVAL PONT DE BRIDON,FRDR429A,euSurfaceWaterBodyCode,LE JABRON DE SOUSPIERRE A SA CONFLUENCE AVEC LE ROUBION,riverWaterBody,TP6,FRD,euRBDCode,F,44.5324,4.96577,24.177
FR,FRDR06166000,euMonitoringSiteCode,FRDR06166000,euMonitoringSiteCode,DURANCE A CAUMONT SUR DURANCE,FRDR244,euSurfaceWaterBodyCode,LA DURANCE DU COULON A LA CONFLUENCE AVEC LE RHONE,riverWaterBody,TG6-7/2,FRD,euRBDCode,F,43.88828,4.91618,24.175
FR,FRFR05139310,euMonitoringSiteCode,FRFR05139310,euMonitoringSiteCode,VABRE,FRFR143,euSurfaceWaterBodyCode,LE GIJOU DU CONFLUENT DU LIMES AU CONFLUENT DE L'AGOUT,riverWaterBody,P3,FRF,euRBDCode,F,43.68128,2.41705,24.02
FR,FRFR05006880,euMonitoringSiteCode,FRFR05006880,euMonitoringSiteCode,FEVRIERS,FRFR476,euSurfaceWaterBodyCode,LE BRAMERIT,riverWaterBody,P9,FRF,euRBDCode,F,45.86423,-0.64433,24
FR,FRGR04095190,euMonitoringSiteCode,FRGR04095190,euMonitoringSiteCode,BRAME À ORADOUR-SAINT-GENEST,FRGR0419,euSurfaceWaterBodyCode,LA BRAME ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LA GARTEMPE,riverWaterBody,P21,FRG,euRBDCode,F,46.25173,0.99888,236.486
FR,FRGR04089200,euMonitoringSiteCode,FRGR04089200,euMonitoringSiteCode,PETITE CREUSE À MALLERET-BOUSSAC,FRGR0401,euSurfaceWaterBodyCode,LA PETITE CREUSE ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LE VERRAUX,riverWaterBody,P21,FRG,euRBDCode,F,46.34202,2.14452,236.266
FR,FRGR04133200,euMonitoringSiteCode,FRGR04133200,euMonitoringSiteCode,LAYON À CLERE-SUR-LAYON,FRGR0526,euSurfaceWaterBodyCode,LE LAYON ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LE LYS,riverWaterBody,P12-A,FRG,euRBDCode,F,47.07852,-0.44707,234.994
FR,FRGR04068550,euMonitoringSiteCode,FRGR04068550,euMonitoringSiteCode,PETITE SAULDRE À MENETREOL-SUR-SAULDRE,FRGR0341,euSurfaceWaterBodyCode,LA PETITE SAULDRE ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LA GRANDE SAULDRE,riverWaterBody,P9,FRG,euRBDCode,F,47.4467,2.30476,234.408
FR,FRGR04068470,euMonitoringSiteCode,FRGR04068470,euMonitoringSiteCode,PETITE SAULDRE À IVOY-LE-PRE,FRGR0341,euSurfaceWaterBodyCode,LA PETITE SAULDRE ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LA GRANDE SAULDRE,riverWaterBody,P9,FRG,euRBDCode,F,47.30452,2.46956,234.408
FR,FRGR04094200,euMonitoringSiteCode,FRGR04094200,euMonitoringSiteCode,VINCOU À THOURON,FRGR0418,euSurfaceWaterBodyCode,LE VINCOU ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LA GARTEMPE,riverWaterBody,P21,FRG,euRBDCode,F,46.01214,1.2227,232.23
FR,FRGR04171450,euMonitoringSiteCode,FRGR04171450,euMonitoringSiteCode,LEFF À YVIAS,FRGR0043,euSurfaceWaterBodyCode,LE LEFF ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A L'ESTUAIRE,riverWaterBody,P12-B,FRG,euRBDCode,F,48.70616,-3.06906,231.003
FR,FR06182000,eionetMonitoringSiteCode,FR06182000,eionetMonitoringSiteCode,HERAULT A LAROQUE AVAL GANGES - AMONT LAROQUE,FRDR171,euSurfaceWaterBodyCode,L HERAULT DE LA VIS A LA RETENUE DE MOULIN BERTRAND,riverWaterBody,GM6/8,FRD,euRBDCode,F,43.9238,3.71862,23.933
FR,FRDR06182050,euMonitoringSiteCode,FRDR06182050,euMonitoringSiteCode,HERAULT A BRISSAC,FRDR171,euSurfaceWaterBodyCode,L HERAULT DE LA VIS A LA RETENUE DE MOULIN BERTRAND,riverWaterBody,GM6/8,FRD,euRBDCode,F,43.84406,3.70072,23.933
FR,FRDR06970900,euMonitoringSiteCode,FRDR06970900,euMonitoringSiteCode,VALOUSE A CORNOD,FRDR492,euSurfaceWaterBodyCode,LA VALOUSE DU VALOUSON A L AIN,riverWaterBody,M5,FRD,euRBDCode,F,46.2943,5.52831,23.895
FR,FRHR03176945,euMonitoringSiteCode,FRHR03176945,euMonitoringSiteCode,LA LEVRIERE A NEAUFLES-SAINT-MARTIN 1,FRHR238,euSurfaceWaterBodyCode,LA LEVRIERE DE SA SOURCE AU CONFLUENT DE L EPTE  EXCLU,riverWaterBody,P9-A,FRH,euRBDCode,F,49.27224,1.73524,23.827
FR,FRDR06129700,euMonitoringSiteCode,FRDR06129700,euMonitoringSiteCode,GARD A SAINT CHAPTES,FRDR379,euSurfaceWaterBodyCode,LE GARD DU GARDON D ALES AU BOURDIC,riverWaterBody,GM6/8,FRD,euRBDCode,F,43.94522,4.28171,23.79
FR,FRGR04123800,euMonitoringSiteCode,FRGR04123800,euMonitoringSiteCode,VARENNE À SOUCE,FRGR0510,euSurfaceWaterBodyCode,LA VARENNE DEPUIS LA CONFLUENCE DE L'EGRENNE JUSQU'A LA RETENUE DE SAINT FRAIMBAULT,riverWaterBody,M12-B,FRG,euRBDCode,F,48.47162,-0.65741,23.775
FR,FRFR05018000,euMonitoringSiteCode,FRFR05018000,euMonitoringSiteCode,ROFFIT,FRFR331A,euSurfaceWaterBodyCode,LA CHARENTE DU CONFLUENT DU PUITS DES PREINS AU CONFLUENT DE LA TOUVRE,riverWaterBody,G9,FRF,euRBDCode,F,45.67847,0.15379,23.709
FR,FRCR02045150,euMonitoringSiteCode,FRCR02045150,euMonitoringSiteCode,LA SAUER À LEMBACH,FRCR157,euSurfaceWaterBodyCode,SAUER 1,riverWaterBody,P4,FRC,euRBDCode,F,49.04433,7.75704,23.653
FR,FRDR06183000,euMonitoringSiteCode,FRDR06183000,euMonitoringSiteCode,LERGUE A BRIGNAC,FRDR166,euSurfaceWaterBodyCode,LA LERGUE DU ROUBIEU A LA CONFLUENCE AVEC L HERAULT ET L AVAL DU SALAGOU,riverWaterBody,MP6,FRD,euRBDCode,F,43.62819,3.47733,23.653
FR,FRDR06181906,euMonitoringSiteCode,FRDR06181906,euMonitoringSiteCode,ARRE A SAINT-ANDRE-DE-MAJENCOULES,FRDR173A,euSurfaceWaterBodyCode,L ARRE,riverWaterBody,PTP8,FRD,euRBDCode,F,43.9972,3.67505,23.646
FR,FR06181905,eionetMonitoringSiteCode,FR06181905,eionetMonitoringSiteCode,ARRE AU VIGAN LIEU DIT MIASSOLE,FRDR173A,euSurfaceWaterBodyCode,L ARRE,riverWaterBody,PTP8,FRD,euRBDCode,F,43.997,3.64265,23.646
FR,FRHR03164180,euMonitoringSiteCode,FRHR03164180,euMonitoringSiteCode,L'AVELON A LACHAPELLE-AUX-POTS 1,FRHR224,euSurfaceWaterBodyCode,L AVELON DE SA SOURCE AU CONFLUENT DU THERAIN  EXCLU,riverWaterBody,TP9,FRH,euRBDCode,F,49.43232,1.93668,23.645
FR,FRCR02052500,euMonitoringSiteCode,FRCR02052500,euMonitoringSiteCode,LA MOSELLE À ARCHETTES,FRCR210,euSurfaceWaterBodyCode,MOSELLE 3,riverWaterBody,G10/4,FRC,euRBDCode,F,48.128,6.51566,23.645
FR,FRHR03022445,euMonitoringSiteCode,FRHR03022445,euMonitoringSiteCode,LA HERONNE A DROYES 1,FRHR20,euSurfaceWaterBodyCode,LA HERONNE DE SA SOURCE AU CONFLUENT DE LA VOIRE  EXCLU,riverWaterBody,P9,FRH,euRBDCode,F,48.52333,4.74802,23.635
